label,message,message_encoded,len_message
1,eastender tv quiz flower dot compare d violet e tulip f lily txt d e f 84025 4 chance 2 win å100 cash wkent150p16,"[282, 539, 30, 78, 844, 24, 30, 78, 844, 7, 184, 3, 33, 367, 91]",15
0,webpage s available,"[6, 462]",2
0,wake yeesh late fall asleep til ltgt,"[177, 68, 499, 319, 11]",5
1,unsubscribe service ton sexy babe hunk straight phone httpgotbabescouk subscription,"[418, 88, 280, 81, 36]",5
0,dear know   ltgt th   ltgt th birthday love gopalettan plan small gift day like participate welcome contact admin team detail,"[57, 8, 11, 523, 11, 523, 210, 19, 123, 639, 287, 16, 14, 492, 93, 951, 296]",17
0,kkfrom tomorrow onwards start ah,"[74, 101, 268]",3
0,u talk bout early morning noon,"[1, 115, 522, 150, 86, 701]",6
0,fine remember,"[155, 228]",2
1,hi babe jordan r u m home abroad lonely text u wanna chat xxsp visionsmscom text stop stopcost 150p 08712400603,"[41, 81, 32, 1, 2, 26, 20, 1, 197, 118, 20, 28, 354]",13
0,ok buy,"[10, 87]",2
0,sound good post,"[285, 9, 295]",3
1,brand new mobile phone agent mob plus load goody info text mat 87021,"[37, 34, 36, 312, 325, 624, 715, 20]",8
0,ok april wait,"[10, 50]",2
0,boy yo ass quick,"[213, 202, 590, 863]",4
0,ay wana meet satì wkg sit,"[686, 56, 191]",3
0,m wait till 2 bus pick,"[2, 50, 327, 3, 255, 73]",6
0,apart tell yesterday,"[21, 344]",2
0,ok lor buy wat,"[10, 27, 87, 58]",4
0,somebody andro steal ice,"[689, 868]",2
0,don know didt msg recently,"[705, 8, 82]",3
0,shopping mark distract isaiahd,"[458, 775]",2
0,mum hope great day hope text meet life great day abiola,"[443, 46, 52, 16, 46, 20, 56, 83, 52, 16, 672]",11
0,sense foot penis,[987],1
0,okay think expert,"[303, 22]",2
0,deep sigh   miss    surprised net cafe   miss,"[682, 44, 975, 44]",4
0,ssi thinl role like sachinjust stand hit,"[14, 673, 504]",3
0,great trip india bring light project lucky smile bye abiola,"[52, 346, 692, 178, 488, 521, 452, 100, 672]",9
0,importantly discuss u,"[973, 1]",2
0,kkhow training process,[],0
0,ok lor ne 2 toa payoh 4 2 return smth u wan 2 send wat,"[10, 27, 3, 7, 3, 518, 469, 1, 126, 3, 13, 58]",12
0,da car park,"[43, 165, 517]",3
0,wish hold tightly important mean   need   life,"[102, 334, 309, 117, 23, 83]",6
0,ask s anthony dad bf,"[42, 6, 271]",3
0,wnevr wana fal luv vth book bed fal luv vth   yen madodu nav pretsorginta nammanna pretsovru important alwa gud eveb,"[686, 203, 199, 246, 203, 309, 111]",7
0,todaysundaysunday holidayso work,[38],1
0,bath ill place key window,"[678, 17, 110, 991]",4
1,lord ringsreturn king store nowreply lotr 2 june 4 chance 2 win lotr soundtrack cds stdtxtrate reply stop end txts,"[830, 652, 3, 7, 184, 3, 33, 29, 28, 106]",10
0,dear care reach homelove u lot,"[57, 90, 141, 1, 133]",5
0,staffsciencenusedusgphyhcmkteachingpc1323,[],0
0,emigrate ok maybe 530 bit hopeful,"[10, 257, 959, 156]",4
0,olol print forum post guy exact   prob fix gpu replacement hopefully ignore,"[295, 113, 426, 548]",4
0,walk mom right stagwood pass right winterstone leave victor hill address ltgt,"[259, 372, 70, 474, 70, 54, 377, 11]",8
0,yo jp hungry like mofo,"[202, 536, 14]",3
0,creepy crazy,[447],1
0,ok din ur msg,"[10, 906, 4, 82]",4
0,tessypls favor pls convey birthday wish nimyapls dnt forget today birthday shijas,"[59, 845, 210, 102, 580, 173, 25, 210]",8
0,pathaya enketa maraikara pa,[245],1
0,friend priest,[63],1
0,u lousy run come half dead hee,"[1, 201, 5, 196, 884, 569]",6
0,s y bad dat e gal know u wat u,"[6, 148, 192, 181, 78, 562, 8, 1, 58, 1]",10
0,remind hrs,[825],1
0,hope send message rent reserve completely loan need hope balance   ltgt   way till mid march hope pay,"[46, 13, 61, 696, 788, 674, 23, 46, 11, 66, 327, 838, 575, 46, 147]",15
0,hi happy new year mean intrude pls let know tuition pay semester semester thank,"[41, 60, 37, 92, 117, 59, 72, 8, 147, 633, 633, 65]",12
0,hello hun ru way m good 2 date guy meet walkabout far meet soon s,"[146, 66, 2, 9, 3, 195, 113, 56, 486, 56, 112, 6]",12
0,lol month cash leave ltgt case collect week cause announce blog,"[95, 171, 91, 54, 11, 547, 237, 39, 376]",9
1,good luck draw place 28th feb 06 good luck removal send stop 87239 customer service 08708034412,"[9, 661, 166, 110, 9, 661, 13, 28, 116, 88]",10
0,short cute    good person    try prove   gud mrng,"[568, 932, 9, 139, 48, 111, 512]",7
0,decide eh,"[292, 614]",2
0,wat time liao,"[58, 18, 225]",3
0,yes watch footie worried blow   phil neville,"[75, 103]",2
0,wait 4 ì inside da car park,"[50, 7, 45, 935, 43, 165, 517]",7
0,uncle abbey happy new year abiola,"[478, 60, 37, 92, 672]",5
0,free pa,"[12, 245]",2
0,r u order slipper cos pay return,"[32, 1, 318, 89, 147, 518]",6
0,stop know,"[28, 8]",2
0,good evening roger,"[9, 273]",2
0,small problem auctionpunj ask tiwary,"[639, 188, 42]",3
1,free entry 2 weekly comp chance win ipod txt pod 80182 entry std txt rate tcs apply 08452810073 detail 18,"[12, 298, 3, 335, 666, 184, 33, 646, 24, 298, 772, 24, 247, 276, 234, 296, 175]",17
0,tell tell treat hi hi hi,"[21, 21, 407, 41, 41, 41]",6
0,uncle atlanta wish guy great semester,"[478, 102, 113, 52, 633]",5
1,1st wk free gr8 tone str8 2 u wk txt nokia 8007 classic nokia tone hit 8007 polys nokia150p poly200p 16,"[200, 329, 12, 413, 96, 3, 1, 329, 24, 104, 388, 104, 96, 504, 388, 131]",16
0,u come 2 pick,"[1, 5, 3, 73]",4
0,s cool like photo sexy,"[6, 179, 14, 655, 280]",5
0,u fuckin believe know thur pre book cancel need b sack,"[1, 395, 8, 199, 706, 23, 108]",7
0,haha late way swing,"[149, 68, 66, 687]",4
0,ok finish 6,"[10, 105, 226]",3
1,lookatme thank purchase video clip lookatme ve charge 35p think send video mmsto 32323,"[65, 249, 67, 207, 22, 13, 249]",7
0,ve bar b q store lifethis twat orange dungeree come ask want deck punch,"[67, 108, 652, 262, 5, 42, 15]",7
0,message food,"[61, 347]",2
0,ok sleep hope meet,"[10, 84, 46, 56]",4
0,wat people dearer de happiness dat u feel u meet de pain u feel u miss dem,"[58, 137, 323, 599, 181, 1, 64, 1, 56, 323, 300, 1, 64, 1, 44]",15
0,let know detail fri u find cos m tom fri mentionne chinese thank,"[72, 8, 296, 526, 1, 71, 89, 2, 526, 65]",10
0,right think,"[70, 22]",2
0,wat r u,"[58, 32, 1]",3
0,ur lecture,[4],1
1,sexy sexy cum text m wet warm ready porn u fun msg free recd msgs 150p inc vat 2 cancel text stop,"[280, 280, 554, 20, 2, 698, 186, 1, 243, 82, 12, 574, 354, 874, 3, 706, 20, 28]",18
0,customer place,"[116, 110]",2
0,plan join company jan 5 onlydon know happen,"[123, 223, 434, 164, 8, 144]",6
0,boy love u grl hogolo boy gold chain kodstini grl agalla boy necklace madstini grl agalla boy hogli 1 mutai eerulli kodthini grl love u kano,"[213, 19, 1, 213, 213, 213, 79, 19, 1]",9
0,haha hear text,"[149, 174, 20]",3
0,ill tomorrow send,"[17, 74, 13]",3
0,shit babe thasa bit mess upyeh   shudvetold u urgran knowneway   illspeak 2 u2moro wen m asleep,"[217, 81, 156, 1, 3, 313, 2]",7
0,oh s late good night u tomorrow iam sleep night night,"[53, 6, 68, 9, 47, 1, 74, 84, 47, 47]",10
0,cheer u tex mecause u werebore yeah okden hunny r uin wk satsoundåõs likeyour havin gr8fun j updat countinlot loveme xxxxx,"[617, 1, 1, 76, 32, 329]",6
0,sorry   meet ill later,"[31, 56, 17, 40]",4
0,yo howz u girl ring india l,"[202, 1, 142, 405, 692]",5
0,yeah bad,"[76, 192]",2
1,hard live 121 chat 60pmin choose girl connect live 09094646899 cheap chat uks big live service vu bcm1896wc1n3xx,"[431, 129, 118, 382, 142, 129, 529, 118, 726, 168, 129, 88]",12
0,tag friend count friend,"[63, 63]",2
1,hear u4 4 rude chat private line 01223585334 cum wan 2c pic gettin shag text pix 8552 2end send stop 8552 sam xxx,"[174, 7, 118, 410, 157, 554, 126, 241, 759, 20, 13, 28, 227]",13
0,ok,[10],1
0,long time remember today,"[143, 18, 228, 25]",4
0,shop lor juz arrive,"[231, 27, 315, 933]",4
0,thank u work cause feel,"[65, 1, 38, 376, 64]",5
0,challenge know,[8],1
0,ur hdd casing cost,"[4, 189]",2
0,mystery solve open email s send batch sweetie,"[411, 406, 6, 13]",4
0,describe lucky m actually awake noon,"[452, 2, 251, 701]",4
1,2nd time try contact u u win å1450 prize claim 09053750005 b4 310303 tcsstop sms 08718725756 140ppm,"[265, 18, 48, 93, 1, 1, 33, 69, 49, 561, 360]",11
0,today sorry day angry misbehave hurt plz plz slap urself bcoz ur fault m basically good,"[25, 31, 16, 435, 236, 321, 321, 811, 634, 4, 2, 9]",12
0,cheer card   time year,"[617, 437, 18, 92]",4
1,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870k,"[352, 129, 708, 77, 763, 509, 222, 198]",8
0,people msgs think iam addict msge wrong bcoz know iam addict sweet friend bslvyl,"[137, 574, 22, 563, 634, 8, 208, 63, 582]",9
0,ugh hopefully asus ppl randomly reformat,[653],1
0,facebook huh lol,"[901, 400, 95]",3
0,mah b ill pick tomorrow,"[573, 108, 17, 73, 74]",5
0,otside leu come 2morrow maga,[5],1
0,u plumber tape wrench borrow,[1],1
1,dear voucher holder claim week offer pc httpwwwetlpcoukreward tscs apply,"[57, 204, 49, 39, 152, 914, 650, 234]",8
0,vl bcum difficult,[663],1
1,ur 2 bahama callfreefone 08081560665 speak live operator claim bahama cruise ofå2000 cash 18only opt txt x 07786200117,"[4, 3, 159, 129, 506, 49, 91, 559, 24, 136]",10
0,waitin usual ìï come sch oredi,"[986, 134, 5, 366, 514]",5
0,meeting da,"[362, 43]",2
0,k k   watch film,"[98, 98, 103, 608]",4
0,cinema plus drink appeal tomo   fr thriller director like mac 830,"[869, 325, 353, 451, 577, 14]",6
0,size elephant tablet   u shove um ur ass,"[1, 4, 590]",3
0,people special sight remain special till sight maintain till life end cr da,"[137, 162, 162, 327, 327, 83, 106, 43]",8
0,parent kidz friend n colleague scream surprise   wait sofa     naked,"[460, 63, 35, 855, 591, 659, 50, 941, 983]",9
0,dunno juz askin cos card 20 4 salon hair sense tot da ì cut ur hair,"[261, 315, 89, 437, 7, 328, 987, 383, 43, 45, 475, 4, 328]",13
0,good morning pookie pie lol hope wake u,"[9, 86, 95, 46, 177, 1]",6
0,maybe wake fucking 3 problem,"[257, 177, 552, 94, 188]",5
0,happy birthday youdearwith lot loverakhesh nri,"[60, 210, 133]",3
0,howz person story,"[139, 379]",2
1,2nd time try 2 contact u u win 750 pound prize 2 claim easy 08712101358 10p min btnationalrate,"[265, 18, 48, 3, 93, 1, 1, 33, 436, 278, 69, 3, 49, 215, 546, 77, 937]",17
0,x2   ltgt  ,[11],1
0,hi neva worry bout da truth coz truth lead 2 ur heart itåõs unique person like u deserve sleep tight morning,"[41, 444, 219, 522, 43, 703, 417, 703, 3, 4, 169, 139, 14, 1, 84, 86]",16
1,ur award city break win å200 summer shopping spree wk txt store 88039skilgmetscs087147403231winawkage16å150perwksub,"[4, 107, 333, 33, 802, 758, 458, 329, 24, 652]",10
0,ur paper today e morn aft,"[4, 602, 25, 78, 408]",5
0,lick drop   ready use mouth,"[340, 186, 160]",3
0,expect text hope tomo,"[683, 20, 46, 451]",4
0,great p diddy neighbor come toothpaste morning,"[52, 766, 5, 86]",4
0,av new number    wil u use oneta,"[37, 62, 416, 1, 160]",5
0,poke man everyday teach canada abi hi,"[127, 635, 41]",3
0,7 lor change 2 suntec wat time u come,"[263, 27, 238, 3, 58, 18, 1, 5]",8
0,deam online shop ask,"[369, 231, 42]",3
0,curious cuz ask,"[962, 42]",2
0,nicenicehow work,[38],1
0,okay lor wah like def let haha term condition,"[303, 27, 14, 72, 149, 555]",6
0,haha yup hopefully   lose kg mon hip hop orchard weigh,"[149, 172, 187, 939, 972, 679]",6
0,s good r u work,"[6, 9, 32, 1, 38]",5
0,oh yes ve little weather ve kind coccoone home,"[53, 75, 67, 269, 67, 493, 26]",7
0,home,[26],1
0,phone weird auto correct,"[36, 621]",2
0,oop phone die know yeah like,"[953, 36, 415, 8, 76, 14]",6
0,mus ask u 1st wat meet 4 lunch den u n meet lor u wan 2 ask da ge 1st confirm w asap,"[42, 1, 200, 58, 56, 7, 161, 252, 1, 35, 56, 27, 1, 126, 3, 42, 43, 798, 200, 566, 611, 762]",22
0,u mind bedroom minute    ok se sexy mood come 5 minut latr wid caken wife,"[1, 183, 140, 10, 852, 280, 940, 5, 164, 381, 368]",11
0,oh yeahand hav great time newquaysend postcard 1 look girl m goneu know 1im talkin boutxx,"[53, 308, 52, 18, 79, 97, 142, 2, 8]",9
0,divorce lol s,"[95, 6]",2
0,s ur pin,"[6, 4]",2
0,babe money pick bread milk   ill home,"[81, 121, 73, 17, 26]",5
0,want snow freezing windy,"[15, 558]",2
1,urgent try contact u today draw win å2000 prize guarantee 09066358361 land line claim y87 valid 12hrs,"[109, 48, 93, 1, 25, 166, 33, 258, 69, 138, 401, 157, 49, 341, 453]",15
0,come mahal bus stop ltdecimalgt,"[5, 255, 28, 349]",4
0,don knowthis week m tirunelvai da,"[705, 39, 2, 43]",4
0,baby promise treat bet good care,"[250, 564, 407, 9, 90]",5
0,like hotel dusk game think solve puzzle area thing,"[14, 824, 232, 22, 600, 51]",6
1,thank ringtone order reference number x29 mobile charge 450 tone arrive customer service 09065989180,"[65, 256, 318, 813, 62, 34, 207, 96, 933, 116, 88]",11
0,hi love day fuck morning wake drop cell way stair alright   phew miss,"[41, 19, 16, 242, 86, 177, 340, 66, 343, 44]",10
0,pain catch,"[300, 470]",2
0,sorry da thangamit mistake,"[31, 43, 814]",3
0,need coz,"[23, 417]",2
0,rise redred bloodblood heartheart u u send tis ur friend include u like u 1u r poor relation 2u need 1 support 3u r frnd 2 4some1 luvs u 5 some1 pray god marry u try,"[799, 1, 1, 13, 4, 63, 958, 1, 14, 1, 32, 761, 23, 79, 657, 32, 266, 3, 1, 164, 728, 182, 647, 1, 48]",25
0,wifehow know time murder exactly,"[8, 18, 605]",3
1,chance win cash 100 20000 pound txt csh11 send 87575 cost 150pday 6days 16 tsandc apply reply hl 4 info,"[184, 33, 91, 465, 278, 24, 13, 189, 131, 234, 29, 7, 715]",13
1,ur cashbalance currently 500 pound   maximize ur cashin send collect 83600 150pmsg cc 08718720201 po box 11414 tcrw1,"[4, 997, 584, 320, 278, 998, 4, 999, 13, 237, 519, 222, 198]",13
0,feel like dick sleep text facebook message sup town,"[64, 14, 84, 20, 901, 61, 297]",7
0,plm come da way,"[5, 43, 66]",3
0,guess want time watch,"[180, 15, 18, 103]",4
0,height recycling read twice people spend time earn money money spend spend time good morning smile,"[294, 137, 363, 18, 121, 121, 363, 363, 18, 9, 86, 100]",12
0,yup ì comin,"[172, 45, 671]",3
0,yes princess toledo,"[75, 253]",2
0,aight text mu ill swing need somebody door,"[239, 20, 538, 17, 687, 23, 689, 700]",8
0,ron fri leh n ding tai feng reservation wait lor,"[526, 274, 35, 50, 27]",5
0,good swimsuit allow,[9],1
0,okay soon good,"[303, 112, 9]",3
0,cute thought friendship necessary share secret ur close frnd   watever u share true,"[932, 849, 365, 769, 484, 4, 301, 266, 1, 769, 310]",11
0,ok ve send u da late version da project,"[10, 67, 13, 1, 43, 68, 43, 521]",8
0,good morning dear great amp successful day,"[9, 86, 57, 52, 80, 16]",6
0,pls accept day beg change number,"[59, 801, 16, 238, 62]",5
0,squeeeeeze christmas hug u lik frndshp den hug u 3 u r cute 6 u r luvd 9 u r lucky people hate u,"[638, 1, 252, 1, 94, 1, 32, 932, 226, 1, 32, 235, 1, 32, 452, 137, 1]",17
0,ok anybody ask abt u tel themp,"[10, 42, 302, 1, 576]",5
0,funny fact teach volcano 2 erupt tsunamis 2 arise hurricane 2 sway aroundn 1 teach hw 2 choose wife natural disaster happen,"[709, 635, 3, 3, 3, 79, 635, 3, 382, 368, 144]",11
0,ring weekend wot,"[405, 190, 336]",3
0,track lighter find,[71],1
0,sorry help,"[31, 119]",2
0,babe need advice,"[81, 23]",2
0,iûll leave ok,"[54, 10]",2
0,come medical college 7 pm forward da,"[5, 928, 513, 263, 332, 643, 43]",7
0,kkit goodwhen,[],0
0,lasagna vodka,[],0
0,hi kate u ring asap xxx,"[41, 680, 1, 405, 762, 227]",6
0,people   tour   think sofa thing send   curious sugar,"[137, 22, 941, 51, 13]",5
0,tell drunk,[21],1
0,fucking chickene message late woould buzz hear word,"[552, 61, 68, 174, 122]",5
1,congratulation thank good friend u win å2000 xmas prize 2 claim easy 08718726978 10p minute btnationalrate,"[516, 65, 9, 63, 1, 33, 258, 283, 69, 3, 49, 215, 546, 140, 937]",15
0,m look excuse city,"[2, 97, 770]",3
0,yup m coffee wif fren fren drive shell lift,"[172, 2, 989, 289, 707, 707, 185, 791]",8
0,o shore takin bus,"[404, 255]",2
0,u deus ex,"[1, 741]",2
0,send email mind   ltgt   time night,"[13, 406, 183, 11, 18, 47]",6
1,44 7732584351 want new nokia 3510i colour phone deliveredtomorrow 300 free minute mobile   100 free text   free camcorder reply 08000930705,"[15, 37, 104, 370, 36, 12, 140, 34, 465, 12, 20, 12, 500, 29, 473]",15
0,tap   spile seven   pub gas st broad st canal ok,"[445, 612, 586, 586, 10]",5
0,ok come n pick u engin,"[10, 5, 35, 73, 1]",5
0,want tell m short onedge late,"[15, 21, 2, 568, 68]",5
0,raviyog peripherals bhayandar east,[],0
0,k actually guy meet sunoco howard right way,"[98, 251, 113, 56, 70, 66]",6
1,1 new voicemail 08719181513,"[79, 37]",2
0,moon come color dream star musical sms warm peaceful sleep good night,"[923, 5, 281, 360, 698, 84, 9, 47]",8
0,finish eat u plate leftover time,"[105, 130, 1, 18]",4
0,thanx lot,"[260, 133]",2
0,hurry home u big butt hang caller u food m starve ask cook,"[826, 26, 1, 168, 424, 1, 347, 2, 42]",9
0,lol right diet everyday cheat m mean fatty,"[95, 70, 2, 117]",4
0,great day beautiful,"[52, 16, 402]",3
0,happen interview,[144],1
0,solve d case   man find murder   ltdecimalgt   ltgt   afternoon 1his wife police 2police question 3wife siri sleep murder place 4cook cook 5gardener pick vegetable 6housemaid 2 d post office 7children 2 play 8neighbour 2 marriage police arrest d murderer immediately s reply reason u r brilliant,"[30, 547, 127, 71, 605, 349, 11, 279, 368, 943, 230, 84, 605, 110, 73, 3, 30, 295, 322, 3, 153, 3, 943, 30, 739, 6, 29, 440, 1, 32]",30
0,badrith chennaii surely pick usno competition,[73],1
0,tot group mate lucky reply wat time ì need leave,"[383, 277, 452, 29, 58, 18, 45, 23, 54]",9
0,hey ve half   owe,"[55, 67, 196]",3
0,hey tmr maybe meet yck,"[55, 284, 257, 56]",4
0,alrite sam nic checkin ur numberso ittb,[4],1
0,easy pay   ltgt yrs pay early,"[215, 147, 11, 924, 147, 150]",6
0,worry m sure ll,"[219, 2, 99, 317]",4
0,gas station like block away house ll drive right armenia end swann howard,"[612, 14, 324, 212, 317, 185, 70, 106]",8
1,u know ask date service 2 contact guess 09058097189 reveal pobox 6 ls15hb 150p,"[1, 8, 42, 195, 88, 3, 93, 180, 760, 466, 226, 354]",12
1,camera   award sipix digital camera 09061221066 fromm landline delivery 28 day,"[206, 107, 931, 206, 211, 361, 16]",7
0,tuition 330 hm 1120 1205 mind,[183],1
0,m smoke people use wylie smoke justify ruin shit,"[2, 306, 137, 160, 306, 217]",6
0,dear good morning feel dear,"[57, 9, 86, 64, 57]",5
0,little med 8 hour 5 pain hope die,"[269, 771, 373, 135, 164, 300, 46, 415]",8
0,beautiful tomorrow come come today hunt beautiful tomorrow waste wonderful today goodmorning,"[402, 74, 5, 5, 25, 402, 74, 789, 467, 25, 632]",11
0,dunno lei ì decide lor abt leona oop tot ben n msg,"[261, 356, 45, 292, 27, 302, 953, 383, 35, 82]",10
0,hi in2 pub   great 2 c u u cud come,"[41, 445, 52, 3, 85, 1, 1, 5]",8
1,today voda number end 5226 select receive 350 award hava match 08712300220 quote claim code 1131 standard rate app,"[25, 62, 106, 254, 158, 107, 394, 724, 49, 264, 247, 782]",12
1,message free welcome new   improved sex   dog club unsubscribe service reply stop msgs150p 18,"[61, 12, 492, 37, 603, 429, 398, 418, 88, 29, 28, 175]",12
0,honeybee m d sweetest d world god laugh amp waitu havnt meet d person read msg moral god crack joke gmgngegn,"[2, 30, 30, 205, 182, 496, 80, 56, 30, 139, 294, 82, 182, 463]",14
